BJD - 2454833, Corrected Flux
2925.605024416, 0.994783489,
2925.625456246, 0.994685415,
2925.645888175, 0.994353484,
2925.686751733, 0.994714030,
2925.707183662, 0.994543587,
2925.727615390, 0.994658341,
2925.748047218, 0.994732237,
2925.768479145, 0.994660092,
2925.788910872, 0.994672823,
2925.809342698, 0.994626514,
2925.829774524, 0.994589070,
2925.850206350, 0.994723557,
2925.870638175, 0.994704710,
2925.891070000, 0.994337370,
2925.931933749, 0.994038462,
2925.952365573, 0.994391696,
2925.972797296, 0.994524294,
2925.993229219, 0.994611010,
2926.013661041, 0.994597582,
2926.034092764, 0.994518467,
2926.054524685, 0.994414684,
2926.074956507, 0.994328052,
2926.095388228, 0.994444503,
2926.115820148, 0.994535974,
2926.136251968, 0.994468901,
2926.156683688, 0.994448016,
2926.177115608, 0.994320255,
2926.197547427, 0.994030905,
2926.217979145, 0.994051416,
2926.238411063, 0.994500048,
2926.258842881, 0.994518485,
2926.279274699, 0.994445641,
2926.299706516, 0.994443924,
2926.320138332, 0.994481512,
2926.340570149, 0.994581007,
2926.361002065, 0.994526441,
2926.381433780, 0.994524484,
2926.422297510, 0.994458585,
2926.442729224, 0.994604732,
2926.463161038, 0.994515418,
2926.483592952, 0.993930182,
2926.504024665, 0.994078137,
2926.524456478, 0.994490796,
2926.544888290, 0.994655326,
2926.565320102, 0.994706634,
2926.585751914, 0.994674947,
2926.606183725, 0.994596164,
2926.626615536, 0.994620797,
2926.667479157, 0.994580093,
2926.687910966, 0.994555036,
2926.708342776, 0.994754582,
2926.728774585, 0.994808170,
2926.749206393, 0.994724453,
2926.769638201, 0.994298032,
2926.790070109, 0.994653196,
2926.810501817, 0.994993964,
2926.830933724, 0.995113150,
2926.851365530, 0.995157690,
2926.871797236, 0.995109504,
2926.912660948, 0.995195789,
2926.933092653, 0.995215421,
2926.953524558, 0.995261378,
2926.973956362, 0.995320005,
2926.994388066, 0.995409467,
2927.014819969, 0.995559968,
2927.035251773, 0.995357947,
2927.055683475, 0.995194302,
2927.076115378, 0.995588954,
2927.096547180, 0.995719896,
2927.116978982, 0.996368504,
2927.137410783, 0.995862493,
2927.157842584, 0.995931328,
2927.178274384, 0.996077542,
2927.198706284, 0.996031239,
2927.219137984, 0.996105886,
2927.239569784, 0.996116746,
2927.260001683, 0.996191059,
2927.280433381, 0.996390364,
2927.300865180, 0.996490184,
2927.321296977, 0.996104564,
2927.341728775, 0.996255498,
2927.362160572, 0.996670273,
2927.403024165, 0.996679279,
2927.423455861, 0.996784491,
2927.443887757, 0.997037995,
2927.464319552, 0.997125805,
2927.484751347, 0.997310397,
2927.505183141, 0.997326214,
2927.525614936, 0.997437684,
2927.546046729, 0.997456048,
2927.566478522, 0.997524138,
2927.586910315, 0.997582983,
2927.607342108, 0.997286544,
2927.627774000, 0.997660251,
2927.648205692, 0.997981215,
2927.668637584, 0.998008478,
2927.689069375, 0.997984683,
2927.709501066, 0.998130606,
2927.729932956, 0.998171097,
2927.750364746, 0.998272447,
2927.770796435, 0.998455399,
2927.791228325, 0.998546269,
2927.811660114, 0.998581536,
2927.832091802, 0.998731774,
2927.852523690, 0.998696927,
2927.893387165, 0.998448503,
2927.913819052, 0.998827047,
2927.934250839, 0.998944707,
2927.954682625, 0.999105007,
2927.975114411, 0.999175013,
2927.995546197, 0.999276767,
2928.015977982, 0.999432070,
2928.036409766, 0.999617135,
2928.056841551, 0.999641756,
2928.077273335, 0.999718630,
2928.097705118, 0.999792901,
2928.118136902, 0.999907867,
2928.138568585, 0.999958641,
2928.159000467, 0.999580590,
2928.179432250, 0.999585705,
2928.199863931, 1.000137882,
2928.220295813, 1.000341479,
2928.240727594, 1.000313245,
2928.261159274, 1.000534067,
2928.281591155, 1.000509656,
2928.302022935, 1.000643834,
2928.322454714, 1.000614442,
2928.342886494, 1.000855993,
2928.383750051, 1.000841238,
2928.404181829, 1.000761141,
2928.424613607, 1.000851530,
2928.445045384, 1.000571604,
2928.465477262, 1.000764178,
2928.485908938, 1.001230087,
2928.506340814, 1.001189547,
2928.526772590, 1.001287178,
2928.547204266, 1.001366306,
2928.567636141, 1.001429450,
2928.588067916, 1.001378612,
2928.608499591, 1.001366458,
2928.628931465, 1.001585184,
2928.649363238, 1.001612088,
2928.669794912, 1.001642695,
2928.690226785, 1.001679681,
2928.710658558, 1.001607624,
2928.731090230, 1.001404899,
2928.751522102, 1.001695441,
2928.771953873, 1.001920711,
2928.792385645, 1.001968998,
2928.812817415, 1.002023742,
2928.833249186, 1.001955373,
2928.874112726, 1.002260922,
2928.894544495, 1.002111422,
2928.914976164, 1.002314239,
2928.935408033, 1.002109274,
2928.955839801, 1.002116024,
2928.976271469, 1.002158233,
2928.996703337, 1.001930183,
2929.017135104, 1.001835667,
2929.037566771, 1.002268389,
2929.057998638, 1.002312310,
2929.078430404, 1.002275287,
2929.119293935, 1.002372689,
2929.139725700, 1.002361958,
2929.160157465, 1.002419311,
2929.180589229, 1.002509952,
2929.201020994, 1.002535511,
2929.221452757, 1.002379152,
2929.241884520, 1.002391788,
2929.262316283, 1.002357563,
2929.282748046, 1.002048323,
2929.303179908, 1.002166814,
2929.323611570, 1.002536262,
2929.364475193, 1.002680159,
2929.384906854, 1.002423768,
2929.405338714, 1.002675409,
2929.425770474, 1.002768576,
2929.446202134, 1.002730401,
2929.466633993, 1.002693971,
2929.487065752, 1.002719811,
2929.507497411, 1.002690775,
2929.527929270, 1.002687982,
2929.548360928, 1.002481986,
2929.568792685, 1.002071621,
2929.589224542, 1.002267886,
2929.609656199, 1.002574345,
2929.630087956, 1.002509197,
2929.650519812, 1.002553163,
2929.670951568, 1.002468498,
2929.691383224, 1.002397509,
2929.711815079, 1.002446335,
2929.732246834, 1.002386429,
2929.752678488, 1.002507931,
2929.773110342, 1.002490137,
2929.793542096, 1.002462849,
2929.813973749, 1.002481890,
2929.854837355, 1.001756846,
2929.875269007, 1.002136451,
2929.895700860, 1.002209153,
2929.916132611, 1.002255956,
2929.936564262, 1.002203473,
2929.956996113, 1.002266966,
2929.977427864, 1.002174502,
2929.997859614, 1.002063552,
2930.018291364, 1.002145664,
2930.038723114, 1.002167648,
2930.059154863, 1.002239025,
2930.100018360, 1.002102493,
2930.120450209, 1.001671055,
2930.140881957, 1.001425659,
2930.161313604, 1.001789964,
2930.181745451, 1.001844278,
2930.202177198, 1.001749762,
2930.222608844, 1.001576201,
2930.243040691, 1.001621318,
2930.263472436, 1.001498433,
2930.283904082, 1.001545284,
2930.304335927, 1.001518257,
2930.345199316, 1.001388524,
2930.365631160, 1.001431462,
2930.386062804, 1.001359151,
2930.406494547, 1.000924194,
2930.426926390, 1.000849586,
2930.447358033, 1.001067777,
2930.467789775, 1.000925252,
2930.488221617, 1.000944591,
2930.508653359, 1.000791810,
2930.529085000, 1.000828863,
2930.549516841, 1.000687694,
2930.569948581, 1.000731305,
2930.590380222, 1.000794032,
2930.610812062, 1.000754349,
2930.631243801, 1.000603014,
2930.651675441, 1.000584344,
2930.672107279, 1.000366969,
2930.692539018, 0.999892861,
2930.712970656, 1.000152248,
2930.733402494, 1.000315362,
2930.753834232, 1.000020628,
2930.774265869, 0.999912807,
2930.794697706, 0.999844818,
2930.835561178, 0.999754963,
2930.855992914, 0.999637865,
2930.876424650, 0.999638298,
2930.896856385, 0.999526980,
2930.917288120, 0.999474066,
2930.937719854, 0.999433231,
2930.958151688, 0.999134251,
2930.978583422, 0.998835658,
2930.999015056, 0.999337388,
2931.019446889, 0.999213777,
2931.039878522, 0.999230808,
2931.080742086, 0.999049950,
2931.101173718, 0.999027855,
2931.121605450, 0.998946861,
2931.142037281, 0.998809002,
2931.162468912, 0.998725199,
2931.182900642, 0.998588172,
2931.203332472, 0.998530941,
2931.223764102, 0.998467038,
2931.244195831, 0.997937579,
2931.264627660, 0.997827430,
2931.285059289, 0.998302201,
2931.305491018, 0.998379386,
2931.325922846, 0.998266556,
2931.346354574, 0.998304401,
2931.366786201, 0.998270791,
2931.387218028, 0.998106384,
2931.407649755, 0.998025638,
2931.428081381, 0.998035056,
2931.448513208, 0.997980422,
2931.468944933, 0.997912599,
2931.489376559, 0.997883378,
2931.509808384, 0.997822385,
2931.530240109, 0.997261370,
2931.571103558, 0.997566969,
2931.591535281, 0.997475986,
2931.611966905, 0.998034018,
2931.632398728, 0.997451056,
2931.652830451, 0.997417571,
2931.673262173, 0.997269505,
2931.693693896, 0.997255511,
2931.714125617, 0.997257342,
2931.734557339, 0.997272668,
2931.754989060, 0.997228775,
2931.775420781, 0.997088797,
2931.816284222, 0.996520629,
2931.836715942, 0.996818739,
2931.857147761, 0.996883757,
2931.877579380, 0.996804215,
2931.898011099, 0.996858915,
2931.918442918, 0.996750986,
2931.938874536, 0.996649547,
2931.959306254, 0.996646945,
2931.979738071, 0.996666829,
2932.000169689, 0.996736572,
2932.020601406, 0.996650363,
2932.061464839, 0.996504080,
2932.081896555, 0.996159501,
2932.102328370, 0.996039501,
2932.122759986, 0.996484258,
2932.143191701, 0.996548875,
2932.163623515, 0.996498441,
2932.184055230, 0.996391808,
2932.204486843, 0.996349009,
2932.224918657, 0.996281926,
2932.245350371, 0.996182007,
2932.265781984, 0.996208162,
2932.286213796, 0.996190649,
2932.306645509, 0.996206360,
2932.327077121, 0.996244188,
2932.347508933, 0.996154810,
2932.367940644, 0.995893490,
2932.388372255, 0.995982411,
2932.408804066, 0.996296335,
2932.429235777, 0.996386052,
2932.449667387, 0.996450553,
2932.470099197, 0.996378701,
2932.490530906, 0.996501182,
2932.510962615, 0.996500273,
2932.551826033, 0.996493046,
2932.572257741, 0.996326196,
2932.592689449, 0.996358346,
2932.613121157, 0.996340197,
2932.633552864, 0.996259459,
2932.653984571, 0.995986897,
2932.674416277, 0.996301535,
2932.694848084, 0.996675874,
2932.715279690, 0.996644717,
2932.735711396, 0.996755367,
2932.756143201, 0.996636270,
2932.817438315, 0.996772311,
2932.837869920, 0.996732846,
2932.858301623, 0.996830426,
2932.878733427, 0.996916852,
2932.899165030, 0.996948048,
2932.919596733, 0.996709054,
2932.940028535, 0.996555355,
2932.960460138, 0.997066600,
2932.980891840, 0.997192816,
2933.001323641, 0.997126135,
2933.042186944, 0.997078713,
2933.062618744, 0.997204080,
2933.083050444, 0.997299361,
2933.103482045, 0.997340776,
2933.123913844, 0.997509714,
2933.144345544, 0.997579058,
2933.164777143, 0.997632751,
2933.185208942, 0.997546476,
2933.205640640, 0.997284262,
2933.226072238, 0.997296681,
2933.246504036, 0.997810165,
2933.287367331, 0.997763224,
2933.307799128, 0.997830318,
2933.328230725, 0.997968008,
2933.348662521, 0.997971871,
2933.369094217, 0.997999669,
2933.389525913, 0.998087305,
2933.409957608, 0.998157402,
2933.430389303, 0.998249956,
2933.450820998, 0.998231542,
2933.471252692, 0.998164192,
2933.491684387, 0.997902176,
2933.532547874, 0.998499216,
2933.552979467, 0.998532712,
2933.573411160, 0.998526535,
2933.593842953, 0.998553957,
2933.614274545, 0.998551328,
2933.634706237, 0.998489802,
2933.655138029, 0.998104138,
2933.675569620, 0.998595348,
2933.696001312, 0.998573930,
2933.716433102, 0.998737839,
2933.736864693, 0.998837448,
2933.777728173, 0.998446777,
2933.798159762, 0.998701966,
2933.818591452, 0.998922928,
2933.839023241, 0.999123085,
2933.859454929, 0.999034091,
2933.879886518, 0.999055487,
2933.900318306, 0.999085562,
2933.920749993, 0.999078564,
2933.941181581, 0.999115878,
2933.961613368, 0.999055460,
2933.982045055, 0.999080920,
2934.022908428, 0.999250523,
2934.043340014, 0.998917809,
2934.063771699, 0.998664561,
2934.084203485, 0.999091910,
2934.104635070, 0.999178734,
2934.125066855, 0.999180435,
2934.145498539, 0.999259732,
2934.165930123, 0.999257114,
2934.186361907, 0.999150043,
2934.206793590, 0.999028964,
2934.227225174, 0.999152043,
2934.268088639, 0.999267200,
2934.288520322, 0.999253436,
2934.308952004, 0.999146407,
2934.329383685, 0.998771547,
2934.349815367, 0.998759336,
2934.370247148, 0.999227668,
2934.390678729, 0.999236903,
2934.411110410, 0.999327792,
2934.431542190, 0.999296012,
2934.451973770, 0.999246520,
2934.472405449, 0.999180714,
2934.492837229, 0.999141017,
2934.513268808, 0.999174109,
2934.533700487, 0.999265908,
2934.554132265, 0.999171560,
2934.574563844, 0.999104038,
2934.594995522, 0.999010215,
2934.615427299, 0.998667479,
2934.635858876, 0.998976683,
2934.656290553, 0.999084265,
2934.676722330, 0.999090096,
2934.697154007, 0.999038827,
2934.717585583, 0.999029397,
2934.758449034, 0.998975450,
2934.778880609, 0.999029118,
2934.799312384, 0.998995924,
2934.819743959, 0.999065644,
2934.840175734, 0.999059755,
2934.860607408, 0.999098622,
2934.881038981, 0.998753769,
2934.901470755, 0.998626708,
2934.921902428, 0.998850049,
2934.942334001, 0.998849548,
2934.962765774, 0.998861857,
2935.003629018, 0.998829789,
2935.024060790, 0.998872655,
2935.044492461, 0.998884499,
2935.064924033, 0.998818240,
2935.085355803, 0.998786448,
2935.105787474, 0.998804457,
2935.126219145, 0.998793045,
2935.146650815, 0.998843039,
2935.167082484, 0.998226056,
2935.187514154, 0.998123925,
2935.207945923, 0.998555620,
2935.248809161, 0.998613108,
2935.269240929, 0.998671705,
2935.289672497, 0.998587692,
2935.310104165, 0.998559956,
2935.330535932, 0.998580970,
2935.350967499, 0.998631350,
2935.371399166, 0.998698971,
2935.391830933, 0.998807073,
2935.412262499, 0.998697063,
2935.432694165, 0.998652843,
2935.453125931, 0.998087529,
2935.493989161, 0.998358922,
2935.514420926, 0.998492340,
2935.534852491, 0.998434512,
2935.555284255, 0.998569532,
2935.575715919, 0.998694042,
2935.596147483, 0.998592638,
2935.616579247, 0.998471123,
2935.637010910, 0.998568904,
2935.657442473, 0.998533363,
2935.677874236, 0.998519622,
2935.698305898, 0.998481998,
2935.718737460, 0.998279948,
2935.739169222, 0.998043495,
2935.759600883, 0.998392301,
2935.780032445, 0.998722204,
2935.800464206, 0.998486095,
2935.820895866, 0.998389156,
2935.841327427, 0.998419470,
2935.861759187, 0.998509858,
2935.882190847, 0.998483404,
2935.902622406, 0.998419644,
2935.923054165, 0.998382361,
2935.943485824, 0.998480647,
2935.984349142, 0.998468878,
2936.004780800, 0.998134467,
2936.025212458, 0.998001119,
2936.045644215, 0.998481571,
2936.066075773, 0.998425671,
2936.086507430, 0.998467418,
2936.106939186, 0.998419105,
2936.127370743, 0.998396880,
2936.147802399, 0.998364806,
2936.168234155, 0.998293189,
2936.188665711, 0.998214136,
2936.229529122, 0.998155183,
2936.249960676, 0.998309073,
2936.270392431, 0.998467806,
2936.290823985, 0.997948946,
2936.311255639, 0.997876456,
2936.331687393, 0.998261950,
2936.352118947, 0.998202712,
2936.372550600, 0.998222227,
2936.392982353, 0.998173215,
2936.413414006, 0.998196730,
2936.433845558, 0.998159966,
2936.454277310, 0.998209554,
2936.474708962, 0.998148787,
2936.495140513, 0.998124731,
2936.515572265, 0.998054160,
2936.536003916, 0.997860117,
2936.556435467, 0.997799561,
2936.576867217, 0.997436646,
2936.597298867, 0.997517088,
2936.617730417, 0.997720755,
2936.638162167, 0.997828467,
2936.658593817, 0.997815848,
2936.679025366, 0.997705050,
2936.719888763, 0.997268435,
2936.740320312, 0.997393919,
2936.760752060, 0.997378576,
2936.781183707, 0.997388219,
2936.801615355, 0.997422506,
2936.822047002, 0.997505700,
2936.842478649, 0.997291230,
2936.862910296, 0.997016753,
2936.883342043, 0.997335416,
2936.903773589, 0.997396505,
2936.924205335, 0.997253907,
2936.944636980, 0.997260748,
2936.965068526, 0.997164196,
2936.985500271, 0.997235492,
2937.005931916, 0.997078044,
2937.067226749, 0.997009999,
2937.087658393, 0.996853312,
2937.108090136, 0.996945583,
2937.128521680, 0.996566004,
2937.148953323, 0.996342249,
2937.169385065, 0.996718744,
2937.189816608, 0.996681877,
2937.210248250, 0.996701281,
2937.230679992, 0.996510822,
2937.251111634, 0.996528209,
2937.271543175, 0.996334279,
2937.291974917, 0.996351481,
2937.312406557, 0.996421639,
2937.332838098, 0.996335112,
2937.353269838, 0.996254968,
2937.373701479, 0.996282489,
2937.394133019, 0.996228974,
2937.414564758, 0.995662555,
2937.455427937, 0.996300063,
2937.475859675, 0.996284690,
2937.496291314, 0.996249484,
2937.516722852, 0.996101202,
2937.537154590, 0.996159321,
2937.557586228, 0.995936563,
2937.578017966, 0.995897231,
2937.598449503, 0.995851994,
2937.618881140, 0.995866210,
2937.639312877, 0.995761570,
2937.659744414, 0.995911642,
2937.700607786, 0.995187821,
2937.721039422, 0.995497832,
2937.741470957, 0.995756867,
2937.761902692, 0.995653692,
2937.782334227, 0.995605633,
2937.802765862, 0.995534504,
2937.823197597, 0.995587031,
2937.843629131, 0.995541790,
2937.864060765, 0.995427285,
2937.884492499, 0.995391747,
2937.904924032, 0.995338979,
2937.925355665, 0.995150407,
2937.945787398, 0.995143113,
2937.966218931, 0.994887773,
2937.986650563, 0.994600530,
2938.007082295, 0.995053929,
2938.027513827, 0.994970147,
2938.047945459, 0.994925152,
2938.068377191, 0.994980868,
2938.088808822, 0.994944150,
2938.109240352, 0.994787607,
2938.129672083, 0.994775187,
2938.150103714, 0.994708279,
2938.190966974, 0.994673367,
2938.211398604, 0.994635382,
2938.231830333, 0.994746152,
2938.252261862, 0.994211091,
2938.272693491, 0.994135818,
2938.293125220, 0.994415482,
2938.313556748, 0.994405831,
2938.333988376, 0.994559828,
2938.354420104, 0.994433404,
2938.374851632, 0.994378401,
2938.395283260, 0.994312101,
2938.436146513, 0.994396202,
2938.456578140, 0.994258385,
2938.477009867, 0.994295961,
2938.497441393, 0.994247099,
2938.517873019, 0.994058254,
2938.538304644, 0.993609705,
2938.558736270, 0.993816933,
2938.579167895, 0.994109565,
2938.599599520, 0.993957779,
2938.620031145, 0.993936594,
2938.640462769, 0.993868714,
2938.681326018, 0.993972485,
2938.701757641, 0.993813705,
2938.722189365, 0.993861616,
2938.742620888, 0.993801909,
2938.763052611, 0.993796830,
2938.783484234, 0.993717969,
2938.803915757, 0.993587094,
2938.824347479, 0.993245858,
2938.844779101, 0.993468536,
2938.865210623, 0.993703804,
2938.885642344, 0.993294026,
2938.906073965, 0.993291962,
2938.926505587, 0.993280357,
2938.946937207, 0.993285642,
2938.967368828, 0.993241403,
2938.987800448, 0.993218904,
2939.008232068, 0.993246019,
2939.110390165, 0.992578536,
2939.130821884, 0.992963017,
2939.171685021, 0.992888154,
2939.192116739, 0.992970185,
2939.212548256, 0.992934757,
2939.232979874, 0.992915580,
2939.253411591, 0.992911040,
2939.273843108, 0.992955243,
2939.294274725, 0.992839049,
2939.314706341, 0.992825489,
2939.335137958, 0.992733911,
2939.355569674, 0.992805059,
2939.376001190, 0.992290042,
2939.396432805, 0.992301289,
2939.416864521, 0.992711790,
2939.437296036, 0.992736116,
2939.457727651, 0.992663984,
2939.478159365, 0.992739475,
2939.498590980, 0.992715062,
2939.519022494, 0.992739695,
2939.539454208, 0.992827730,
2939.559885822, 0.992812342,
2939.580317335, 0.992833085,
2939.600749048, 0.992715226,
2939.621180661, 0.992662438,
2939.662043887, 0.992170682,
2939.682475499, 0.992333185,
2939.702907011, 0.992607470,
2939.723338723, 0.992578228,
2939.743770335, 0.992632330,
2939.764201946, 0.992654263,
2939.784633557, 0.992621016,
2939.805065168, 0.992632083,
2939.825496779, 0.992625700,
2939.845928389, 0.992664977,
2939.866360000, 0.992641974,
2939.907223219, 0.992635073,
2939.927654829, 0.992371489,
2939.948086438, 0.992171173,
2939.968518147, 0.992553214,
2939.988949656, 0.992780782,
2940.009381365, 0.992694093,
2940.029812873, 0.992741252,
2940.050244481, 0.992793462,
2940.070676189, 0.992712891,
2940.091107697, 0.992771036,
2940.111539305, 0.992735590,
2940.131971012, 0.992694891,
2940.152402519, 0.992756396,
2940.172834126, 0.992837589,
2940.193265832, 0.992824307,
2940.213697339, 0.992487301,
2940.234128945, 0.992439958,
2940.254560651, 0.992903078,
2940.274992157, 0.993080148,
2940.295423762, 0.992956500,
2940.315855467, 0.993189915,
2940.336287072, 0.993121144,
2940.356718577, 0.992980173,
2940.397581886, 0.993182362,
2940.418013390, 0.993188773,
2940.438445094, 0.993159280,
2940.458876698, 0.993199621,
2940.479308401, 0.993100976,
2940.499739905, 0.992737145,
2940.520171508, 0.992912289,
2940.540603210, 0.993189905,
2940.561034713, 0.993302179,
2940.581466316, 0.993292139,
2940.601898018, 0.993354503,
2940.642761121, 0.993541446,
2940.663192823, 0.993598943,
2940.683624324, 0.993666161,
2940.704055925, 0.993703486,
2940.724487526, 0.993765194,
2940.744919127, 0.993803686,
2940.765350727, 0.993627445,
2940.785782327, 0.993522639,
2940.806213927, 0.993774829,
2940.826645527, 0.994022980,
2940.847077226, 0.994022323,
2940.887940325, 0.994121367,
2940.908372024, 0.994151005,
2940.928803522, 0.994214001,
2940.949235121, 0.994365865,
2940.969666819, 0.994422060,
2940.990098317, 0.994476204,
2941.010530015, 0.994515532,
2941.030961612, 0.994522174,
2941.051393110, 0.994202124,
2941.071824807, 0.994077467,
2941.092256404, 0.994641246,
2941.112687900, 0.994697703,
2941.133119597, 0.994875938,
2941.153551193, 0.994917163,
2941.173982789, 0.994997049,
2941.194414385, 0.995158894,
2941.214845981, 0.995173668,
2941.235277576, 0.995258367,
2941.255709172, 0.995310874,
2941.276140767, 0.995325257,
2941.296572361, 0.995369162,
2941.378298839, 0.995851575,
2941.398730332, 0.995464122,
2941.419161926, 0.996002799,
2941.439593519, 0.996166241,
2941.460025112, 0.996304538,
2941.480456705, 0.996355776,
2941.500888298, 0.996472892,
2941.521319890, 0.996623842,
2941.541751483, 0.996733919,
2941.562183075, 0.996828486,
2941.582614667, 0.996934450,
2941.603046358, 0.996926739,
2941.623477850, 0.996674880,
2941.643909441, 0.997050702,
2941.664341132, 0.997352967,
2941.684772723, 0.997438304,
2941.705204214, 0.997482053,
2941.725635904, 0.997558391,
2941.746067494, 0.997612786,
2941.766498984, 0.997722351,
2941.786930674, 0.997911528,
2941.807362264, 0.998098879,
2941.827793753, 0.998098123,
2941.868657031, 0.998359167,
2941.889088520, 0.998157332,
2941.909520209, 0.998006761,
2941.929951797, 0.998543742,
2941.950383285, 0.998670964,
2941.970814973, 0.998839361,
2941.991246561, 0.998975281,
2942.011678149, 0.999042652,
2942.032109736, 0.999158529,
2942.052541323, 0.999139317,
2942.072972910, 0.999291553,
2942.113836083, 0.999616175,
2942.134267770, 0.999564784,
2942.154699256, 0.999681609,
2942.175130842, 0.999489606,
2942.195562528, 0.999428487,
2942.215994013, 0.999969556,
2942.236425599, 1.000120449,
2942.256857284, 1.000295071,
2942.277288769, 1.000297472,
2942.297720354, 1.000483988,
2942.318152038, 1.000504867,
2942.338583522, 1.000675107,
2942.359015106, 1.000751443,
2942.379446791, 1.000898681,
2942.399878274, 1.000853864,
2942.420309858, 1.000925978,
2942.440741541, 1.000992893,
2942.461173024, 1.000611534,
2942.481604607, 1.000820871,
2942.502036290, 1.001257592,
2942.522467873, 1.001290333,
2942.542899355, 1.001273652,
2942.563331038, 1.001393488,
2942.624625783, 1.001728122,
2942.645057364, 1.001829386,
2942.665489045, 1.001883218,
2942.685920527, 1.001975066,
2942.706352108, 1.002062462,
2942.726783788, 1.002043578,
2942.747215269, 1.001703755,
2942.767646849, 1.001979272,
2942.788078529, 1.002202805,
2942.808510009, 1.002315120,
2942.849373268, 1.002437947,
2942.869804747, 1.002480648,
2942.890236326, 1.002540159,
2942.910668005, 1.002629983,
2942.931099484, 1.002614328,
2942.951531063, 1.002692304,
2942.971962641, 1.002715761,
2942.992394219, 1.002808999,
2943.012825797, 1.002566552,
2943.033257475, 1.002415725,
2943.053688953, 1.002854551,
2943.094552207, 1.003022687,
2943.114983684, 1.003065352,
2943.135415261, 1.003051361,
2943.155846938, 1.002977891,
2943.176278414, 1.003098424,
2943.196710090, 1.003146578,
2943.217141667, 1.003155437,
2943.237573143, 1.003160230,
2943.258004818, 1.003091284,
2943.278436394, 1.003227198,
2943.298867869, 1.002845902,
2943.339731119, 1.003321157,
2943.360162694, 1.003350754,
2943.380594269, 1.003364590,
2943.401025843, 1.003392746,
2943.421457417, 1.003438279,
2943.441888991, 1.003365961,
2943.462320565, 1.003347545,
2943.482752139, 1.003379534,
2943.503183812, 1.003447047,
2943.523615286, 1.003434822,
2943.544046859, 1.003381232,
2943.564478532, 1.003240622,
2943.584910005, 1.002793654,
2943.605341577, 1.003086090,
2943.625773250, 1.003556017,
2943.646204722, 1.003435788,
2943.666636394, 1.003527199,
2943.687067866, 1.003532310,
2943.707499437, 1.003424537,
2943.727931109, 1.003382941,
2943.748362580, 1.003415395,
2943.768794152, 1.003538261,
2943.789225822, 1.003605197,
2943.830088864, 1.003290803,
2943.850520534, 1.003062452,
2943.870952105, 1.002815190,
2943.891383574, 1.003171944,
2943.911815244, 1.003329450,
2943.932246814, 1.003245041,
2943.952678284, 1.003178130,
2943.973109953, 1.003377002,
2943.993541522, 1.003159555,
2944.013972991, 1.003040722,
2944.034404660, 1.003024111,
2944.075267697, 1.002694472,
2944.095699366, 1.002671428,
2944.116130934, 1.002852825,
2944.136562402, 1.002498379,
2944.156994069, 1.002382072,
2944.177425637, 1.002546825,
2944.197857304, 1.002614499,
2944.218288772, 1.002624087,
2944.238720339, 1.002684870,
2944.259152006, 1.002572512,
2944.279583473, 1.002528101,
2944.300015039, 1.002449242,
2944.320446705, 1.002385525,
2944.340878272, 1.002249362,
2944.361309738, 1.002171408,
2944.381741304, 1.002209631,
2944.402172869, 1.002122671,
2944.422604435, 1.001713855,
2944.443036100, 1.001835767,
2944.463467566, 1.002133458,
2944.483899130, 1.001916431,
2944.504330795, 1.001767951,
2944.524762260, 1.001486461,
2944.565625489, 1.001576076,
2944.586056953, 1.001520913,
2944.606488517, 1.001579666,
2944.626920181, 1.001496876,
2944.647351645, 1.001405874,
2944.667783308, 1.001333914,
2944.688214871, 1.001163047,
2944.708646435, 1.000599218,
2944.729077998, 1.000890727,
2944.749509560, 1.000937743,
2944.769941123, 1.000904324,
2944.810804248, 1.000925502,
2944.831235810, 1.000640039,
2944.851667372, 1.000579326,
2944.872098934, 1.000649374,
2944.892530495, 1.000521248,
2944.912962157, 1.000563287,
2944.933393618, 1.000490258,
2944.953825180, 1.000402736,
2944.974256841, 1.000011091,
2944.994688301, 0.999656083,
2945.015119862, 1.000040309,
2945.055982983, 0.999697631,
2945.076414543, 0.999863419,
2945.096846103, 1.000015568,
2945.117277663, 0.999919367,
2945.137709323, 0.999745654,
2945.158140782, 0.999469247,
2945.178572342, 0.999493742,
2945.199004001, 0.999382738,
2945.219435460, 0.999324643,
2945.239867019, 0.999331721,
2945.260298678, 0.998830805,
2945.280730236, 0.998717079,
2945.301161695, 0.999014514,
2945.321593353, 0.998943891,
2945.342024911, 0.998919224,
2945.362456369, 0.998777026,
2945.382888027, 0.998696769,
2945.403319584, 0.998556181,
2945.423751042, 0.998435353,
2945.444182699, 0.998440703,
2945.464614256, 0.998420147,
2945.485045713, 0.998382690,
2945.505477370, 0.998336944,
2945.546340483, 0.997960211,
2945.566772040, 0.997880063,
2945.587203596, 0.998538391,
2945.607635252, 0.998054006,
2945.628066708, 0.997891647,
2945.648498264, 0.997825800,
2945.668929919, 0.997789369,
2945.689361375, 0.997683514,
2945.709792930, 0.997630111,
2945.730224585, 0.997531190,
2945.750656140, 0.997429179,
2945.791519249, 0.997401088,
2945.811950704, 0.997247608,
2945.832382258, 0.996857185,
2945.852813912, 0.997024049,
2945.873245367, 0.997056912,
2945.893676920, 0.997071251,
2945.914108574, 0.997123661,
2945.934540028, 0.997038733,
2945.954971581, 0.997093194,
2945.975403235, 0.996923552,
2945.995834688, 0.996895914,
2946.016266241, 0.996887283,
2946.036697894, 0.996793963,
